"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"6567",74514302,"2017-12-26","hoiman01",-34.9206312108,-56.1614917805,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",155
"6568",74514481,"2017-12-26","hoiman01",-34.9144678724,-56.1750899267,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",155
"6569",74514597,"2017-12-26","hoiman01",-34.9142997636,-56.1752843885,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",155
"6809",77951927,"2021-05-08","rosemary36",-34.7973783333,-56.2420383333,"Montevideo","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC","visitante",139
"6810",77974097,"2021-05-08","rosemary36",-34.7973,-56.2419783333,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",139
"6828",78395352,"2020-02-17","diego_v",-34.866667,-55.283333,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",30
"6850",79366446,"2021-05-16","rosemary36",-34.909375,-56.2031216667,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",139
"6858",79853699,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Cranioleuca pyrrhophia","Aves","Furnariidae",19,14,"LC","LC","visitante",3
"6859",79853702,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Saltator similis","Aves","Thraupidae",19,19,"LC","LC","visitante",3
"6860",79853703,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Pipraeidea melanonota","Aves","Thraupidae",19,14,"LC","LC","visitante",3
"6861",79853704,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Phylloscartes ventralis","Aves","Tyrannidae",19,10,"LC","LC","visitante",3
"6862",79853705,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Pachyramphus viridis","Aves","Tityridae",16,14,"LC","LC","visitante",3
"6863",79853706,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Dryobates spilogaster","Aves","Picidae",19,14,"LC","LC","visitante",3
"6864",79853710,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",3
"6865",79853711,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",3
"6866",79853712,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Theristicus caudatus","Aves","Threskiornithidae",19,57,"LC","LC","visitante",3
"6867",79853714,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",3
"6868",79853716,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Milvago chimachima","Aves","Falconidae",19,37,"LC","LC","visitante",3
"6869",79853718,"2018-09-27","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Knipolegus lophotes","Aves","Tyrannidae",13,19,"LC","LC","visitante",3
"6870",79855424,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","visitante",3
"6871",79855427,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",3
"6872",79855430,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"6873",79855434,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Milvago chimachima","Aves","Falconidae",19,37,"LC","LC","visitante",3
"6874",79855435,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",3
"6875",79855436,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Serpophaga nigricans","Aves","Tyrannidae",19,11,"LC","LC","visitante",3
"6876",79855440,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Porphyriops melanops","Aves","Rallidae",19,20,"LC","LC","visitante",3
"6877",79855441,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",3
"6878",79855443,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",3
"6879",79855454,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Dasypus novemcinctus","Mammalia","Dasypodidae",19,70,"LC","LC","visitante",3
"6880",79855456,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Leptotila verreauxi","Aves","Columbidae",19,26,"LC","LC","visitante",3
"6881",79855459,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Penelope obscura","Aves","Cracidae",19,69,"LC","LC","visitante",3
"6882",79855460,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Hirundinea ferruginea","Aves","Tyrannidae",11,16,"LC","LC","visitante",3
"6883",79855465,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Schoeniophylax phryganophilus","Aves","Furnariidae",19,18,"LC","LC","visitante",3
"6884",79855466,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Heliomaster furcifer","Aves","Trochilidae",10,10,"LC","LC","visitante",3
"6885",79855467,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Coryphospingus cucullatus","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"6886",79855471,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Microspingus melanoleucus","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"6887",79855479,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Mazama gouazoubira","Mammalia","Cervidae",19,210,"LC","NT","visitante",3
"6888",79855487,"2018-09-28","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",3
"6889",79857079,"2018-09-29","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Hirundinea ferruginea","Aves","Tyrannidae",11,16,"LC","LC","visitante",3
"6890",79857093,"2018-09-29","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",3
"6891",79857099,"2018-09-29","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Thamnophilus ruficapillus","Aves","Thamnophilidae",19,16,"LC","LC","visitante",3
"6892",79857100,"2018-09-29","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",3
"6893",79857101,"2018-09-29","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Heliomaster furcifer","Aves","Trochilidae",10,10,"LC","LC","visitante",3
"6894",79858367,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Cariama cristata","Aves","Cariamidae",19,70,"LC","LC","visitante",3
"6895",79858370,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Pygochelidon cyanoleuca","Aves","Hirundinidae",19,11,"LC","LC","visitante",3
"6896",79858371,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Gallinago paraguaiae","Aves","Scolopacidae",19,25,"LC","LC","visitante",3
"6897",79858372,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Troglodytes aedon","Aves","Troglodytidae",19,10,"LC","LC","visitante",3
"6898",79858374,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"6899",79858375,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Nengetus cinereus","Aves","Tyrannidae",19,20,"LC","LC","visitante",3
"6900",79858377,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Stilpnia preciosa","Aves","Thraupidae",17,15,"LC","LC","visitante",3
"6901",79858379,"2018-09-30","javguigon",-31.3135971495,-55.8237317537,"Tacuarembó","Cyanoloxia brissonii","Aves","Cardinalidae",19,16,"LC","NT","visitante",3
"6902",79858380,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Elaenia parvirostris","Aves","Tyrannidae",19,13,"LC","LC","visitante",3
"6903",79858382,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Tachycineta leucorrhoa","Aves","Hirundinidae",19,13,"LC","LC","visitante",3
"6904",79858383,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Lepus europaeus","Mammalia","Leporidae",19,65,"LC","LC","visitante",3
"6905",79858386,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Thraupis sayaca","Aves","Thraupidae",19,15,"LC","LC","visitante",3
"6906",79858389,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Philodryas aestiva","Reptilia","Colubridae",19,100,"NE","LC","visitante",3
"6907",79858391,"2018-09-30","javguigon",-31.3523683705,-55.8676671632,"Tacuarembó","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",3
"6908",79858393,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Anas georgica","Aves","Anatidae",19,44,"LC","LC","visitante",3
"6909",79858396,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Platalea ajaja","Aves","Threskiornithidae",19,55,"LC","LC","visitante",3
"6910",79858398,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Bubulcus ibis","Aves","Ardeidae",19,37,"LC","LC","visitante",3
"6911",79858400,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Ciconia maguari","Aves","Ciconiidae",19,85,"LC","LC","visitante",3
"6912",79858402,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Rostrhamus sociabilis","Aves","Accipitridae",19,41,"LC","LC","visitante",3
"6913",79858407,"2018-09-30","javguigon",-31.3592199978,-55.9785583316,"Tacuarembó","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",3
"6926",80530806,"2015-02-03","diego_v",-34.864364,-55.271628,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",30
"6927",80532464,"2015-02-03","diego_v",-34.864364,-55.271628,"Maldonado","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","visitante",30
"6947",81490143,"2008-07-20","chumbo1",-34.514364902,-54.244226466,"Rocha","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",63
"6948",81490144,"2008-07-20","chumbo1",-34.5914947668,-54.2479524182,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",63
"6954",81577805,"2014-08-14","rul92",-34.4745328258,-57.842615582,"Colonia","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",498
"6955",81613137,"2008-07-20","chumbo1",-34.5177231256,-54.2256833072,"Rocha","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",63
"6985",82990633,"2013-07-30","umadot",-34.878,-56.0916666667,"Montevideo","Ardea alba","Aves","Ardeidae",19,65,"LC","LC","visitante",523
"6986",83037360,"2010-01-10","walterlir81",-34.4809769,-54.3307438,"Rocha","Scinax granulatus","Amphibia","Hylidae",19,4,"LC","LC","visitante",41
"6989",83331011,"2014-03-31","walterlir81",-34.4809769,-54.3307438,"Rocha","Scinax granulatus","Amphibia","Hylidae",19,4,"LC","LC","visitante",41
"6990",83341075,"2021-06-16","danilo45",-34.6011740547,-55.4637771472,"Lavalleja","Parabuteo unicinctus","Aves","Accipitridae",19,50,"LC","LC","visitante",46
"7009",84013890,"2021-06-21","danilo45",-34.6011740547,-55.4637771472,"Lavalleja","Philodryas patagoniensis","Reptilia","Colubridae",19,150,"LC","LC","visitante",46
"7020",84310681,"2020-01-02","fransustaita",-34.818376028,-55.324264468,"Maldonado","Procyon cancrivorus","Mammalia","Procyonidae",19,107,"LC","LC","visitante",379
"7160",87801613,"2018-01-11","drffederico",-34.9117430217,-56.1255043745,"Montevideo","Nycticorax nycticorax","Aves","Ardeidae",19,47,"LC","LC","visitante",181
"7286",89935699,"2021-07-24","ezequielvera",-31.87952,-58.2052852778,"","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",60
"7287",89935702,"2021-07-24","ezequielvera",-31.8804869444,-58.2052525,"","Sus scrofa","Mammalia","Suidae",19,177,"LC","LC","visitante",60
"7288",89935706,"2021-07-24","ezequielvera",-31.8820477778,-58.2051094444,"","Microspingus melanoleucus","Aves","Thraupidae",19,12,"LC","LC","visitante",60
"7289",89935709,"2021-07-24","ezequielvera",-31.8855944444,-58.2038972222,"","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",60
"7290",89935714,"2021-07-24","ezequielvera",-31.8866633333,-58.2040825,"","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",60
"7291",89935715,"2021-07-24","ezequielvera",-31.8866847222,-58.2040833333,"","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",60
"7331",90608265,"2021-07-12","danialdias",-32.5931047,-53.3744131,"Cerro Largo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",15
"7332",90608267,"2021-07-12","danialdias",-32.5931047,-53.3744131,"Cerro Largo","Polioptila dumicola","Aves","Polioptilidae",19,11,"LC","LC","visitante",15
"7333",90608269,"2021-07-12","danialdias",-32.5931047,-53.3744131,"Cerro Largo","Polioptila dumicola","Aves","Polioptilidae",19,11,"LC","LC","visitante",15
"7334",90608271,"2021-07-12","danialdias",-32.5931047,-53.3744131,"Cerro Largo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",15
"7337",90881923,"2014-02-03","noammarkus",-34.718439692,-56.6036372637,"San José","Myocastor coypus","Mammalia","Echimyidae",19,85,"LC","LC","visitante",199
"7350",91186577,"2012-01-31","cidawerneck",-34.0423394,-53.5473322,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",47
"7351",91187202,"2012-01-31","cidawerneck",-34.0446982129,-53.5359790993,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",47
"7352",91187723,"2012-01-31","cidawerneck",-34.0446133185,-53.5359420888,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",47
"7353",91187906,"2012-02-01","cidawerneck",-34.0423394,-53.5473322,"Rocha","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",47
"7356",91258552,"2018-02-13","katie2012",-34.9641916667,-54.949495,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",263
"7379",91581697,"2012-01-31","cidawerneck",-34.0449155812,-53.5354271112,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",47
"7380",91628583,"2012-01-31","cidawerneck",-34.0450222624,-53.5353841977,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",47
"7390",92030237,"2017-02-16","carmentavares",-33.998255525,-53.5702945056,"Rocha","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",126
"7391",92031253,"2017-02-16","carmentavares",-33.998255525,-53.5702945056,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",126
"7392",92031526,"2017-02-16","carmentavares",-33.998255525,-53.5702945056,"Rocha","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",126
"7393",92032330,"2017-02-16","carmentavares",-33.996494316,-53.5774184474,"Rocha","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",126
"7394",92033937,"2017-02-16","carmentavares",-33.867317132,-53.7937103346,"Rocha","Heteroxolmis dominicana","Aves","Tyrannidae",17,19,"VU","VU","visitante",126
"7413",93028174,"2012-02-01","cidawerneck",-34.0423394,-53.5473322,"Rocha","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",47
"7599",94745195,"2019-12-21","natalieraeber",-32.4649883333,-58.0464528333,"Paysandú","Rhinella diptycha","Amphibia","Bufonidae",4,25,"LC","LC","visitante",10
"7604",94884700,"2018-02-15","noammarkus",-34.8517856297,-56.1989071288,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",199
"7605",94902756,"2019-12-23","natalieraeber",-32.6367237397,-58.143746055,"Río Negro","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",10
"7606",94902759,"2019-12-23","natalieraeber",-32.4575826876,-58.0514071717,"Paysandú","Lepus europaeus","Mammalia","Leporidae",19,65,"LC","LC","visitante",10
"7645",95520337,"2021-09-19","gustavopuente",-33.100723,-58.345685,"","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",186
"7650",95601296,"2013-10-14","goncrisdi",-34.4333939,-57.2691575,"Colonia","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",9
"7652",95613663,"2013-10-13","goncrisdi",-34.2274233333,-57.1347333333,"Colonia","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",9
"7653",95613664,"2013-10-13","goncrisdi",-34.2274366667,-57.1347383333,"Colonia","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",9
"7692",95977461,"2019-03-04","isadoralhahn",-34.96334666,-54.9518583333,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",400
"7695",96036393,"2013-11-16","spiegel",-34.5937094011,-54.1231004945,"Rocha","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",140
"7696",96036394,"2013-11-16","spiegel",-34.5941061285,-54.1223602048,"Rocha","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",140
"7697",96036787,"2013-11-16","spiegel",-34.5898248166,-54.1228866577,"Rocha","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",140
"7718",96281296,"2019-09-21","fabio_mayer",-34.4607189,-57.8339099,"Colonia","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",94
"7719",96281719,"2019-09-19","fabio_mayer",-34.8643645,-55.2716278,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",94
"7720",96282064,"2019-09-19","fabio_mayer",-34.9363205,-54.9377826,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",94
"7721",96282253,"2019-09-19","fabio_mayer",-34.9363205,-54.9377826,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","visitante",94
"7722",96282480,"2019-09-20","fabio_mayer",-34.9103632,-56.2026335,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",94
"7723",96282663,"2019-09-20","fabio_mayer",-34.9103632,-56.2026335,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",94
"7724",96282953,"2019-09-20","fabio_mayer",-34.9103632,-56.2026335,"Montevideo","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",94
"7725",96283253,"2019-09-22","fabio_mayer",-34.9103632,-56.2026335,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",94
"7726",96283446,"2019-09-22","fabio_mayer",-34.9103632,-56.2026335,"Montevideo","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",94
"7734",96366920,"2021-09-27","malba1900268",-33.3927777778,-56.5213888889,"Durazno","Trachemys dorbigni","Reptilia","Emydidae",19,26,"NE","LC","visitante",449
"7753",96729464,"2015-02-03","diego_v",-34.864364,-55.271628,"Maldonado","Chroicocephalus cirrocephalus","Aves","Laridae",15,38,"LC","LC","visitante",30
"7754",96732006,"2014-02-01","diego_v",-34.93632,-54.937783,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",30
"7755",96732064,"2014-02-01","diego_v",-34.93632,-54.937783,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",30
"7808",97497125,"2013-10-14","goncrisdi",-34.4333939,-57.2691575,"Colonia","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",9
"7809",97505569,"2013-10-13","goncrisdi",-34.4333939,-57.2691575,"Colonia","Embernagra platensis","Aves","Thraupidae",19,20,"LC","LC","visitante",9
"7814",97557433,"2013-10-14","goncrisdi",-34.4333939,-57.2691575,"Colonia","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",9
"7934",99023188,"2021-10-22","claudianicolow",-34.9308727901,-54.9558373771,"Maldonado","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","visitante",64
"8276",99697291,"2013-09-21","spiegel",-34.4729895268,-57.8537880131,"Colonia","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",140
"8348",100149579,"2021-11-02","claudianicolow",-34.8643598781,-54.9157717239,"Maldonado","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",64
"8351",100190639,"2013-09-01","e_volitans",-34.4570146211,-57.8452200894,"Colonia","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",364
"8431",100882785,"2021-11-11","boogan_boy",-34.925125,-56.1588945,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",83
"8432",100882795,"2021-11-11","boogan_boy",-34.92537,-56.1590583333,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",83
"8433",100882808,"2021-11-11","boogan_boy",-34.9254033333,-56.1590833333,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",83
"8434",100889096,"2021-11-11","claudianicolow",-34.9305999918,-54.9559701792,"Maldonado","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",64
"8473",101391503,"2021-11-17","claudianicolow",-34.9288633333,-54.9567616667,"Maldonado","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",64
"8524",101549932,"2021-11-20","anapaolucci",-34.8902645988,-56.0547910087,"Montevideo","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",310
"8618",101711326,"2021-11-21","claudianicolow",-30.9223317144,-57.5199697743,"Salto","Chloroceryle americana","Aves","Alcedinidae",19,18,"LC","LC","visitante",64
"8619",101711361,"2021-11-21","claudianicolow",-30.9252755253,-57.520517003,"Salto","Theristicus caudatus","Aves","Threskiornithidae",19,57,"LC","LC","visitante",64
"8658",101879100,"2021-11-13","jorgejuanrueda",-34.9112489871,-56.1363437954,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",2
"8659",101879102,"2021-11-13","jorgejuanrueda",-34.9112007754,-56.1358674375,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",2
"8660",101891906,"2021-11-13","jorgejuanrueda",-34.8932969693,-56.1559631998,"Montevideo","Dryobates spilogaster","Aves","Picidae",19,14,"LC","LC","visitante",2
"8661",101891907,"2021-11-13","jorgejuanrueda",-34.8946431983,-56.1554160292,"Montevideo","Elaenia parvirostris","Aves","Tyrannidae",19,13,"LC","LC","visitante",2
"8662",101891908,"2021-11-13","jorgejuanrueda",-34.893307,-56.1563065226,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",2
"8663",101891909,"2021-11-13","jorgejuanrueda",-34.8981048665,-56.1546079411,"Montevideo","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",2
"8664",101891911,"2021-11-13","jorgejuanrueda",-34.8935179508,-56.1550941641,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",2
"8665",101891912,"2021-11-13","jorgejuanrueda",-34.8958939082,-56.155426758,"Montevideo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",2
"8666",101891916,"2021-11-13","jorgejuanrueda",-34.8935971505,-56.1554804022,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",2
"8667",101891917,"2021-11-13","jorgejuanrueda",-34.894917134,-56.1555018599,"Montevideo","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",2
"8668",101891919,"2021-11-13","jorgejuanrueda",-34.8945651405,-56.156478184,"Montevideo","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",2
"8669",101891921,"2021-11-13","jorgejuanrueda",-34.8960721022,-56.1553355629,"Montevideo","Tachycineta leucorrhoa","Aves","Hirundinidae",19,13,"LC","LC","visitante",2
"8670",101891922,"2021-11-13","jorgejuanrueda",-34.8938171492,-56.1556306059,"Montevideo","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",2
"8671",101891926,"2021-11-13","jorgejuanrueda",-34.8950146357,-56.1551478083,"Montevideo","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","visitante",2
"8672",101891928,"2021-11-13","jorgejuanrueda",-34.8941559461,-56.1563655312,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",2
"8673",101891929,"2021-11-13","jorgejuanrueda",-34.89369395,-56.1561885054,"Montevideo","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",2
"8674",101907323,"2021-11-15","jorgejuanrueda",-34.0368270082,-53.562185327,"Rocha","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC","visitante",2
"8675",101907329,"2021-11-15","jorgejuanrueda",-34.0367217491,-53.5622862404,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",2
"8701",101992655,"2021-11-26","danilo45",-34.7917790632,-56.288344752,"Canelones","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",46
"8708",102089024,"2021-11-23","jorgejuanrueda",-34.9057204159,-56.1903443187,"Montevideo","Tadarida brasiliensis","Mammalia","Molossidae",19,10,"LC","LC","visitante",2
"8709",102091877,"2021-11-17","jorgejuanrueda",-34.4012686718,-53.783223331,"Rocha","Rhinella arenarum","Amphibia","Bufonidae",10,11.5,"LC","LC","visitante",2
"8710",102164142,"2015-11-29","cidawerneck",-34.9127992,-56.1651513,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",47
"8711",102164222,"2015-11-29","cidawerneck",-34.9127992,-56.1651513,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",47
"8712",102164321,"2015-11-29","cidawerneck",-34.9127992,-56.1651513,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",47
"8727",102242158,"2021-11-16","jorgejuanrueda",-34.0465527414,-53.5367444212,"Rocha","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",2
"8728",102242160,"2021-11-16","jorgejuanrueda",-34.0454080883,-53.5466189289,"Rocha","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",2
"8729",102242165,"2021-11-16","jorgejuanrueda",-34.045403898,-53.5371428945,"Rocha","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",2
