id,observado,usuario,latitude,longitude,place_admin1_name,especie,clase,familia,distribucion,largo_cm,status_global,status_regional,nivel,ranking
14416320,2014-10-30,marcelo6388,-34.3619075779,-55.4068375379,Lavalleja,Theristicus caerulescens,Aves,Threskiornithidae,19,62,LC,LC,principiante,325
14422762,2017-04-02,marcelo6388,-34.3512104147,-55.4066015035,Lavalleja,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,325
14645436,2016-07-31,marcelo6388,-34.7600994006,-55.6523931026,Canelones,Hydrochoerus hydrochaeris,Mammalia,Caviidae,19,115,LC,NT,principiante,325
15048540,2018-08-01,ori86,-34.9022665934,-56.1240857095,Montevideo,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,principiante,100
15091287,2018-08-03,mirmeleon,-34.905408,-54.9501708,Maldonado,Odontophrynus americanus,Amphibia,Odontophrynidae,19,5.1,LC,LC,experimentado,11
15620885,2018-08-18,francoballetto,-34.89120735,-56.07448819,Montevideo,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,principiante,400
15620925,2018-08-18,francoballetto,-34.89116842,-56.07450922,Montevideo,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,400
15620982,2018-08-18,francoballetto,-34.8910972,-56.0744716,Montevideo,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,principiante,400
15750191,2018-05-20,danielcopatti,-34.860211201,-56.002968394,Canelones,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,433
15750261,2018-05-21,danielcopatti,-34.8603346,-56.0029703,Canelones,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,433
15750265,2018-05-20,danielcopatti,-34.860271857,-56.002790851,Canelones,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,principiante,433
15750277,2018-05-21,danielcopatti,-34.860273391,-56.002850787,Canelones,Hylocharis chrysura,Aves,Trochilidae,19,8,LC,LC,principiante,433
15750284,2018-05-21,danielcopatti,-34.860272466,-56.002897271,Canelones,Leucochloris albicollis,Aves,Trochilidae,19,8,LC,LC,principiante,433
15782888,2018-08-22,francoballetto,-34.89117406,-56.07452105,Montevideo,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,400
16362974,2018-09-09,masai,-34.7335618045,-55.6742266193,Canelones,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,principiante,552
16568774,2018-06-17,verouy,-34.7708997745,-55.6248210456,Canelones,Accipiter striatus,Aves,Accipitridae,19,26,LC,LC,principiante,554
16597575,2018-09-16,bluehorse,-34.4335779408,-57.2447007336,Colonia,Physalaemus gracilis,Amphibia,Leptodactylidae,14,4,LC,LC,principiante,143
16682829,2018-09-18,bluehorse,-34.8925018369,-56.1874998361,Montevideo,Patagioenas picazuro,Aves,Columbidae,19,35,LC,LC,principiante,143
16773611,2018-09-19,bluehorse,-34.0352705776,-53.5481173173,Rocha,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,143
16790892,2018-09-19,bluehorse,-34.7212608018,-54.3929212913,Rocha,Passer domesticus,Aves,Passeridae,19,13,LC,NE,principiante,143
16791357,2018-09-20,bluehorse,-34.0450441845,-53.5402242467,Rocha,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,principiante,143
16791358,2018-09-20,bluehorse,-34.0400770915,-53.5530579463,Rocha,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,principiante,143
16791759,2018-09-22,bluehorse,-34.9036102295,-56.1933326721,Montevideo,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,principiante,143
16792128,2018-09-21,bluehorse,-34.5881197313,-54.1263063625,Rocha,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,143
16792160,2018-09-20,bluehorse,-34.0426913872,-53.5412438214,Rocha,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,143
17143506,2018-09-30,bluehorse,-34.5222206116,-56.3963890076,Canelones,Rhinella dorbignyi,Amphibia,Bufonidae,10,7,LC,LC,principiante,143
17494841,2018-03-04,bluehorse,-34.877571106,-55.2746162415,Maldonado,Hydrochoerus hydrochaeris,Mammalia,Caviidae,19,115,LC,NT,principiante,143
17769157,2018-10-23,surpopp,-34.0187333333,-58.2137027778,Colonia,Micrurus altirostris,Reptilia,Elapidae,19,90,NE,LC,principiante,372
17769788,2018-10-14,surpopp,-34.0190579084,-58.2135275545,Colonia,Philodryas aestiva,Reptilia,Colubridae,19,100,NE,LC,principiante,372
17769789,2018-10-14,surpopp,-34.0189506043,-58.2132700624,Colonia,Philodryas aestiva,Reptilia,Colubridae,19,100,NE,LC,principiante,372
17913485,2018-10-28,maurocaruy,-34.919475,-56.1666445,Montevideo,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,644
17983582,2018-10-27,bluehorse,-34.4349000977,-57.2410748899,Colonia,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,143
17983595,2018-10-27,bluehorse,-34.4342911865,-57.247938998,Colonia,Tyrannus melancholicus,Aves,Tyrannidae,19,20,LC,LC,principiante,143
17983611,2018-10-27,bluehorse,-34.4346044915,-57.2526643798,Colonia,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,143
17985745,2018-10-30,nicolascorrea1,-34.4247016907,-55.1935424805,Lavalleja,Stilpnia preciosa,Aves,Thraupidae,17,15,LC,LC,principiante,859
18144068,2018-10-16,flo_grattarola,-32.3553428308,-58.0307520926,Paysandú,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,experimentado,8
18212760,2018-11-07,rafatosi,-34.447849783,-57.8506757043,Colonia,Didelphis albiventris,Mammalia,Didelphidae,19,90,LC,LC,intermedio,19
18305944,2018-11-10,valentina154,-34.3279,-54.9961616667,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,principiante,494
18351292,2018-11-04,leo_1064,-34.788625,-55.9109383333,Canelones,Lepus europaeus,Mammalia,Leporidae,19,65,LC,LC,principiante,649
18463169,2018-11-17,evestin,-34.8491470423,-55.9979537409,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,122
18473232,2018-11-17,bluehorse,-34.892225459,-56.1869379133,Montevideo,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,143
18475656,2018-11-18,evestin,-34.8491538735,-55.9978339635,Canelones,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,122
18480957,2018-11-18,evestin,-34.8528858892,-55.9931570292,Canelones,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,122
18481029,2018-11-18,evestin,-34.8474856376,-55.9977600351,Canelones,Patagioenas picazuro,Aves,Columbidae,19,35,LC,LC,principiante,122
18481069,2018-11-18,evestin,-34.8475409433,-55.9977811575,Canelones,Pitangus sulphuratus,Aves,Tyrannidae,19,22,LC,LC,principiante,122
18481102,2018-11-18,evestin,-34.8501454991,-55.9942433238,Canelones,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,122
18497261,2018-11-19,evestin,-34.8928887645,-56.1564187333,Montevideo,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,122
18497290,2018-11-19,evestin,-34.8932333402,-56.1566836014,Montevideo,Passer domesticus,Aves,Passeridae,19,13,LC,NE,principiante,122
18497324,2018-11-19,evestin,-34.8930059149,-56.1565853655,Montevideo,Turdus amaurochalinus,Aves,Turdidae,19,21,LC,LC,principiante,122
18497421,2018-11-19,evestin,-34.8923516855,-56.1553944647,Montevideo,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,122
18497458,2018-11-19,evestin,-34.8921278328,-56.1552144215,Montevideo,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,principiante,122
18519158,2018-11-20,evestin,-34.8933306901,-56.15640264,Montevideo,Parabuteo unicinctus,Aves,Accipitridae,19,50,LC,LC,principiante,122
18519370,2018-11-20,evestin,-34.8465539641,-55.9979400784,Canelones,Passer domesticus,Aves,Passeridae,19,13,LC,NE,principiante,122
18651023,2018-11-24,cece_uy,-31.9073383333,-55.4987666667,Tacuarembó,Trachemys dorbigni,Reptilia,Emydidae,19,26,NE,LC,principiante,189
18719870,2018-11-28,cece_uy,-31.7365633333,-55.9763216667,Tacuarembó,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,189
18748467,2018-12-01,vesniqui,-34.960285148,-56.1853179766,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,180
18754969,2018-11-24,smantaras,-34.8905127202,-56.0909584165,Montevideo,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,61
18765701,2018-11-30,ori86,-34.9297837041,-56.161278896,Montevideo,Rynchops niger,Aves,Laridae,13,40,LC,LC,principiante,100
18833090,2018-12-04,vesniqui,-34.8385097618,-56.1463307673,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,180
18900943,2018-06-19,pablobaldu,-34.7579346307,-56.4336872626,San José,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,experimentado,9
18901123,2017-04-30,pablobaldu,-34.1161309392,-56.960314218,San José,Erythrolamprus poecilogyrus,Reptilia,Colubridae,19,70,NE,LC,experimentado,9
18946151,2018-12-08,brunoolivera,-34.380405426,-55.2502098083,Lavalleja,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,268
18950361,2018-12-07,brunoolivera,-34.3779525757,-55.2487030029,Lavalleja,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,268
18958446,2018-12-11,santiago101,-34.9156219666,-54.9462139221,Maldonado,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,871
18987673,2018-12-12,brunoolivera,-34.3807144165,-55.2482833862,Lavalleja,Aramides cajaneus,Aves,Rallidae,19,36,LC,LC,principiante,268
19001085,2018-12-13,vesniqui,-34.9813233111,-56.0753603486,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,180
19018479,2018-12-11,evestin,-34.8483523651,-55.975690484,Canelones,Cavia aperea,Mammalia,Caviidae,19,24,LC,LC,principiante,122
19021365,2018-12-11,janabannana,-34.8646421176,-55.262295641,Maldonado,Penelope obscura,Aves,Cracidae,19,69,LC,LC,principiante,436
19063060,2018-12-16,mirmeleon,-34.8969630805,-56.1718310416,Montevideo,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,experimentado,11
19117839,2018-12-16,rafatosi,-34.4450003329,-57.8567202581,Colonia,Amphisbaena darwinii,Reptilia,Amphisbaenidae,13,28,NE,LC,intermedio,19
19156747,2018-12-21,mirmeleon,-34.8742666016,-56.1989418045,Montevideo,Trachemys dorbigni,Reptilia,Emydidae,19,26,NE,LC,experimentado,11
19186196,2018-11-30,camiloschettini,-34.0462854262,-53.5534056276,Rocha,Scinax granulatus,Amphibia,Hylidae,19,4,LC,LC,principiante,308
19299557,2018-11-27,alexander233,-33.2739067078,-57.2307319641,Flores,Xenodon dorbignyi,Reptilia,Colubridae,19,70,NE,LC,principiante,496
19429606,2018-09-22,johnrobinson1950,-34.634665762,-54.1841026116,Rocha,Gallinago paraguaiae,Aves,Scolopacidae,19,25,LC,LC,principiante,860
19515737,2019-01-06,rafatosi,-34.4111283341,-57.8715538679,Colonia,Dendropsophus sanborni,Amphibia,Hylidae,19,3,LC,LC,intermedio,19
19515742,2019-01-06,rafatosi,-34.4111283341,-57.8715538679,Colonia,Rhinella dorbignyi,Amphibia,Bufonidae,10,7,LC,LC,intermedio,19
19557371,2019-01-06,rafatosi,-34.402494497,-57.856924418,Colonia,Odontophrynus americanus,Amphibia,Odontophrynidae,19,5.1,LC,LC,intermedio,19
19724501,2019-01-11,sebastian168,-34.8512729369,-56.1394946351,Montevideo,Tyrannus melancholicus,Aves,Tyrannidae,19,20,LC,LC,principiante,663
19724802,2019-01-09,sebastian168,-34.85127,-56.1395388333,Montevideo,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,663
19841500,2019-01-22,rafatosi,-34.4394262258,-57.8764663664,Colonia,Liolaemus wiegmannii,Reptilia,Liolaemidae,7,6,LC,VU,intermedio,19
19841501,2019-01-22,rafatosi,-34.4394262258,-57.8764663664,Colonia,Teius oculatus,Reptilia,Teiidae,19,12,NE,LC,intermedio,19
19881092,2019-01-25,agustina_de_leon22,-33.7557530563,-55.4221498347,Florida,Mycteria americana,Aves,Ciconiidae,19,65,LC,LC,principiante,245
20045471,2019-02-01,sanducera,-30.7772066667,-56.741325,Artigas,Conepatus chinga,Mammalia,Mephitidae,19,57,LC,NT,principiante,885
20162796,2019-02-06,nachm,-34.9232533333,-54.9529333333,Maldonado,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,principiante,195
20241808,2012-02-12,pablobaldu,-34.8562054342,-56.1928428187,Montevideo,Amphisbaena darwinii,Reptilia,Amphisbaenidae,13,28,NE,LC,experimentado,9
20242196,2017-02-27,pablobaldu,-34.6742112271,-55.7963989671,Canelones,Hydromedusa tectifera,Reptilia,Chelidae,19,30,NE,LC,experimentado,9
20242339,2018-10-16,pablobaldu,-33.8686133688,-55.5704809902,Florida,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,9
20294343,2017-07-18,pablobaldu,-34.7871517712,-56.3478020463,Montevideo,Cavia aperea,Mammalia,Caviidae,19,24,LC,LC,experimentado,9
20294472,2018-10-16,pablobaldu,-33.9082270746,-55.5186410956,Florida,Lepus europaeus,Mammalia,Leporidae,19,65,LC,LC,experimentado,9
20294515,2018-10-05,pablobaldu,-34.7538099711,-56.4314998272,San José,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,experimentado,9
20367858,2017-06-03,vernica24,-33.0491109663,-55.8409392068,Durazno,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,889
20532651,2019-02-16,joaco5,-34.833984146,-55.299757719,Maldonado,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,intermedio,25
20533338,2019-02-20,joaco5,-34.8314847581,-55.3072370589,Maldonado,Cavia aperea,Mammalia,Caviidae,19,24,LC,LC,intermedio,25
20697365,2018-02-15,pablobaldu,-34.9636501003,-54.9512190702,Maldonado,Otaria byronia,Mammalia,Otariidae,5,210,LC,LC,experimentado,9
20711212,2019-02-18,joaco5,-34.8331808386,-55.3007404134,Maldonado,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,intermedio,25
20712134,2019-02-20,joaco5,-34.8406351422,-55.3029009327,Maldonado,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,intermedio,25
20715070,2019-02-23,joaco5,-32.8068195257,-56.5063682199,Tacuarembó,Leptodactylus mystacinus,Amphibia,Leptodactylidae,19,6,LC,LC,intermedio,25
20726233,2019-02-22,joaco5,-34.8590877484,-56.2010168284,Montevideo,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,intermedio,25
20838465,2018-12-06,gusper,-33.635084473,-53.5225830586,Rocha,Emberizoides ypiranganus,Aves,Thraupidae,12,16,LC,VU,principiante,70
20838528,2018-12-10,gusper,-34.829262102,-56.0200612022,Canelones,Lycalopex gymnocercus,Mammalia,Canidae,19,97,LC,NT,principiante,70
20838613,2019-01-04,gusper,-34.3219490006,-54.9808258002,Lavalleja,Pachyramphus viridis,Aves,Tityridae,16,14,LC,LC,principiante,70
20838789,2019-01-04,gusper,-34.3210992258,-54.9848966814,Lavalleja,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,principiante,70
20839603,2018-11-04,gusper,-34.8296586199,-56.0275528387,Canelones,Leistes superciliaris,Aves,Icteridae,19,17,LC,LC,principiante,70
20839689,2018-11-08,gusper,-34.8613846545,-54.7289074796,Maldonado,Poospiza nigrorufa,Aves,Thraupidae,19,13,LC,LC,principiante,70
20839755,2018-11-20,gusper,-34.8283707126,-56.0178368024,Canelones,Bartramia longicauda,Aves,Scolopacidae,19,26,LC,LC,principiante,70
20839969,2018-11-04,gusper,-34.8441931732,-56.0279319259,Canelones,Chordeiles nacunda,Aves,Caprimulgidae,19,28,LC,LC,principiante,70
20840084,2018-11-03,gusper,-34.8294996758,-56.0199976889,Canelones,Sicalis luteola,Aves,Thraupidae,19,12,LC,LC,principiante,70
20917163,2019-02-28,joaco5,-34.7867044678,-56.3433361799,Montevideo,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,intermedio,25
20972523,2019-03-05,joaco5,-34.9247057332,-56.1521231756,Montevideo,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,intermedio,25
20974309,2019-03-05,joaco5,-34.92396214,-56.1515351012,Montevideo,Larus dominicanus,Aves,Laridae,16,55,LC,LC,intermedio,25
20982760,2019-03-05,ana380,-33.6808395386,-54.2061805725,Rocha,Ophiodes striatus,Reptilia,Diploglossidae,19,26,NE,LC,principiante,895
21086116,2016-09-09,pablobaldu,-34.3989196752,-55.3507327172,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,9
21086865,2016-02-24,pablobaldu,-34.7747147497,-55.4115787241,Canelones,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,9
21095827,2019-02-13,pablobaldu,-34.8595168155,-56.2003808849,Montevideo,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,experimentado,9
21126509,2019-02-13,pablobaldu,-34.8595168155,-56.2003808849,Montevideo,Phylloscartes ventralis,Aves,Tyrannidae,19,10,LC,LC,experimentado,9
21162736,2018-12-16,pablobaldu,-34.8794946347,-56.0918672085,Montevideo,Butorides striata,Aves,Ardeidae,19,34,LC,LC,experimentado,9
21162855,2017-02-28,pablobaldu,-34.69186,-55.7883926,Canelones,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,experimentado,9
21162986,2017-07-18,pablobaldu,-34.7831192214,-56.3463293942,Montevideo,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,experimentado,9
21163089,2018-12-02,pablobaldu,-34.9306998765,-56.1605330817,Montevideo,Nycticorax nycticorax,Aves,Ardeidae,19,47,LC,LC,experimentado,9
21163191,2017-07-02,pablobaldu,-34.9306998765,-56.1605330817,Montevideo,Ardea alba,Aves,Ardeidae,19,65,LC,LC,experimentado,9
21163311,2017-05-22,pablobaldu,-34.8962686684,-56.088386743,Montevideo,Egretta thula,Aves,Ardeidae,19,39,LC,LC,experimentado,9
21163396,2017-07-27,pablobaldu,-33.8686133688,-55.5704809902,Florida,Theristicus caerulescens,Aves,Threskiornithidae,19,62,LC,LC,experimentado,9
21163609,2018-12-07,pablobaldu,-33.8686133688,-55.5704809902,Florida,Theristicus caudatus,Aves,Threskiornithidae,19,57,LC,LC,experimentado,9
21163844,2017-04-15,pablobaldu,-34.3947188949,-54.9399150961,Lavalleja,Picumnus nebulosus,Aves,Picidae,11,9,NT,LC,experimentado,9
21164133,2017-08-05,pablobaldu,-34.8396412276,-56.4107240547,Montevideo,Melanerpes candidus,Aves,Picidae,19,24,LC,LC,experimentado,9
21164441,2016-11-25,pablobaldu,-31.05411595,-57.2301411611,Salto,Colaptes melanochloros,Aves,Picidae,19,23,LC,LC,experimentado,9
21164537,2017-07-28,pablobaldu,-33.8686133688,-55.5704809902,Florida,Dryobates spilogaster,Aves,Picidae,19,14,LC,LC,experimentado,9
21425395,2019-01-03,santiagomailhos,-32.5446383333,-58.0503805,Río Negro,Odontophrynus americanus,Amphibia,Odontophrynidae,19,5.1,LC,LC,experimentado,1
21426256,2018-11-22,santiagomailhos,-32.5291466667,-58.0379721667,Río Negro,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,experimentado,1
21502682,2019-03-22,pablobaldu,-33.8686133688,-55.5704809902,Florida,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,experimentado,9
21515210,2019-03-23,karen261,-34.84825,-55.0272971667,Maldonado,Ophiodes striatus,Reptilia,Diploglossidae,19,26,NE,LC,principiante,431
21581489,2019-03-22,pablobaldu,-33.8686133688,-55.5704809902,Florida,Chauna torquata,Aves,Anhimidae,19,85,LC,LC,experimentado,9
21603357,2019-03-25,constantina1,-34.4411962617,-57.853189886,Colonia,Guira guira,Aves,Cuculidae,19,36,LC,LC,principiante,497
21825626,2017-09-18,santiagomailhos,-32.5315216667,-58.0599166667,Río Negro,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,experimentado,1
21826784,2017-08-27,santiagomailhos,-33.2808833333,-57.1448471667,Flores,Trachemys dorbigni,Reptilia,Emydidae,19,26,NE,LC,experimentado,1
21880939,2019-03-31,martin329,-33.2119254023,-56.0764118999,Durazno,Parabuteo unicinctus,Aves,Accipitridae,19,50,LC,LC,principiante,905
21885985,2019-04-01,santiagomailhos,-32.5289474897,-58.0381819828,Río Negro,Oxyrhopus rhombifer,Reptilia,Colubridae,19,90,NE,LC,experimentado,1
21951656,2019-04-02,santiagomailhos,-32.5236006566,-58.0399380505,Río Negro,Axis axis,Mammalia,Cervidae,13,140,LC,LC,experimentado,1
21952180,2019-04-02,santiagomailhos,-32.5237586519,-58.03995216,Río Negro,Lycalopex gymnocercus,Mammalia,Canidae,19,97,LC,NT,experimentado,1
21952937,2019-04-02,santiagomailhos,-32.5213821909,-58.0374151883,Río Negro,Leopardus geoffroyi,Mammalia,Felidae,19,90,LC,NT,experimentado,1
21953018,2019-04-02,santiagomailhos,-32.5217547518,-58.037297974,Río Negro,Procyon cancrivorus,Mammalia,Procyonidae,19,107,LC,LC,experimentado,1
21953199,2019-04-02,santiagomailhos,-32.516697832,-58.0501685609,Río Negro,Cyanocorax chrysops,Aves,Corvidae,16,32,LC,LC,experimentado,1
21953344,2019-04-02,santiagomailhos,-32.5151316707,-58.0313918655,Río Negro,Hydrochoerus hydrochaeris,Mammalia,Caviidae,19,115,LC,NT,experimentado,1
21953478,2019-04-02,santiagomailhos,-32.4262645818,-58.0121306713,Río Negro,Rhea americana,Aves,Rheidae,19,140,NT,LC,experimentado,1
21953837,2019-04-02,santiagomailhos,-32.5218818161,-58.0475544724,Río Negro,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,experimentado,1
21953932,2019-04-02,santiagomailhos,-32.5219516007,-58.0434938372,Río Negro,Conepatus chinga,Mammalia,Mephitidae,19,57,LC,NT,experimentado,1
21958034,2019-04-02,santiagomailhos,-32.5287731538,-58.0380947724,Río Negro,Rhinella diptycha,Amphibia,Bufonidae,4,25,LC,LC,experimentado,1
21959749,2019-04-02,santiagomailhos,-34.8989847177,-56.0802501061,Montevideo,Parabuteo unicinctus,Aves,Accipitridae,19,50,LC,LC,experimentado,1
21966124,2019-04-02,santiagomailhos,-34.8823679833,-56.0334732324,Montevideo,Helicops infrataeniatus,Reptilia,Colubridae,19,100,NE,LC,experimentado,1
21979204,2018-09-05,jorgecaceres1,-32.5394449225,-56.8249321729,Río Negro,Cariama cristata,Aves,Cariamidae,19,70,LC,LC,principiante,438
21979239,2018-11-25,jorgecaceres1,-32.8076564687,-56.555330269,Tacuarembó,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,principiante,438
21979330,2019-03-06,jorgecaceres1,-32.8307588991,-56.5104978159,Durazno,Jacana jacana,Aves,Jacanidae,19,25,LC,LC,principiante,438
21979395,2019-03-06,jorgecaceres1,-32.8251439549,-56.5136205778,Durazno,Nannopterum brasilianum,Aves,Phalacrocoracidae,19,63,LC,LC,principiante,438
